Month,Region,Purpose,Nights
2014 Nov,High Country,Visiting friends and relatives,74.3643075
2014 Nov,High Country,Business,14.8949345
2014 Nov,High Country,Other reason,0.6895524
2014 Nov,Lakes,Holiday,70.4516409
2014 Nov,Lakes,Visiting friends and relatives,10.7188644
2014 Nov,Lakes,Business,5.4942037
2014 Nov,Lakes,Other reason,0
2014 Nov,Macedon,Holiday,50.615509
2014 Nov,Macedon,Visiting friends and relatives,9.7000316
2014 Nov,Macedon,Business,10.3653576
2014 Nov,Macedon,Other reason,0
2014 Nov,Mallee,Holiday,77.5330301
2014 Nov,Mallee,Visiting friends and relatives,46.3084604
2014 Nov,Mallee,Business,18.3359947
2014 Nov,Mallee,Other reason,28.1849605
2014 Nov,Melbourne East,Holiday,21.4498645
2014 Nov,Melbourne East,Visiting friends and relatives,40.4280239
2014 Nov,Melbourne East,Business,13.0212522
2014 Nov,Melbourne East,Other reason,0
2014 Nov,Murray East,Holiday,12.4176859
2014 Nov,Murray East,Visiting friends and relatives,0
2014 Nov,Murray East,Business,40.1860571
2014 Nov,Murray East,Other reason,0
2014 Nov,Peninsula,Holiday,122.2578252
2014 Nov,Peninsula,Visiting friends and relatives,48.8804473
2014 Nov,Peninsula,Business,50.6594159
2014 Nov,Peninsula,Other reason,10.7751612
2014 Nov,Phillip Island,Holiday,89.4767747
2014 Nov,Phillip Island,Visiting friends and relatives,64.6935427
2014 Nov,Phillip Island,Business,14.0922281
2014 Nov,Phillip Island,Other reason,0
2014 Nov,Spa Country,Holiday,29.0381514
2014 Nov,Spa Country,Visiting friends and relatives,8.8983185
2014 Nov,Spa Country,Business,2.2511896
2014 Nov,Spa Country,Other reason,0
2014 Nov,Upper Yarra,Holiday,53.1736526
2014 Nov,Upper Yarra,Visiting friends and relatives,16.6623278
2014 Nov,Upper Yarra,Business,2.9231585
2014 Nov,Upper Yarra,Other reason,0
2014 Nov,Western Grampians,Holiday,3.2725933
2014 Nov,Western Grampians,Visiting friends and relatives,17.0944814
2014 Nov,Western Grampians,Business,3.9879873
2014 Nov,Western Grampians,Other reason,0.6865426
2014 Nov,Wimmera,Holiday,15.1308402
2014 Nov,Wimmera,Visiting friends and relatives,14.9598446
2014 Nov,Wimmera,Business,0
2014 Nov,Wimmera,Other reason,2.7972349
2014 Nov,Brisbane,Holiday,524.9084277
2014 Nov,Brisbane,Visiting friends and relatives,581.2163174
2014 Nov,Brisbane,Business,220.4309159
2014 Nov,Brisbane,Other reason,86.4962651
2014 Nov,Bundaberg,Holiday,73.6828714
2014 Nov,Bundaberg,Visiting friends and relatives,26.4522836
2014 Nov,Bundaberg,Business,39.2084729
2014 Nov,Bundaberg,Other reason,0
2014 Nov,Southern Queensland Country,Holiday,71.4269187
2014 Nov,Southern Queensland Country,Visiting friends and relatives,194.3505231
2014 Nov,Southern Queensland Country,Business,88.4292112
2014 Nov,Southern Queensland Country,Other reason,5.0173433
2014 Nov,Fraser Coast,Holiday,88.1845714
2014 Nov,Fraser Coast,Visiting friends and relatives,88.6716083
2014 Nov,Fraser Coast,Business,17.3426602
2014 Nov,Fraser Coast,Other reason,0
2014 Nov,Gold Coast,Holiday,512.4390869
2014 Nov,Gold Coast,Visiting friends and relatives,339.9332473
2014 Nov,Gold Coast,Business,60.6936641
2014 Nov,Gold Coast,Other reason,1.0842482
2014 Nov,Mackay,Holiday,10.4272106
2014 Nov,Mackay,Visiting friends and relatives,49.0118835
2014 Nov,Mackay,Business,146.3071536
2014 Nov,Mackay,Other reason,0
2014 Nov,Townsville,Holiday,82.0333073
2014 Nov,Townsville,Visiting friends and relatives,57.8880148
2014 Nov,Townsville,Business,121.983572
2014 Nov,Townsville,Other reason,23.7743668
2014 Nov,Outback Queensland,Holiday,14.1707299
2014 Nov,Outback Queensland,Visiting friends and relatives,91.0745916
2014 Nov,Outback Queensland,Business,193.8623835
2014 Nov,Outback Queensland,Other reason,10.1799818
2014 Nov,Sunshine Coast,Holiday,582.0279038
2014 Nov,Sunshine Coast,Visiting friends and relatives,291.0027312
2014 Nov,Sunshine Coast,Business,74.5427476
2014 Nov,Sunshine Coast,Other reason,55.1544293
2014 Nov,Tropical North Queensland,Holiday,125.0308613
2014 Nov,Tropical North Queensland,Visiting friends and relatives,24.0275549
2014 Nov,Tropical North Queensland,Business,144.0399826
2014 Nov,Tropical North Queensland,Other reason,38.4527433
2014 Nov,Whitsundays,Holiday,137.1628761
2014 Nov,Whitsundays,Visiting friends and relatives,29.2033745
2014 Nov,Whitsundays,Business,55.8695132
2014 Nov,Whitsundays,Other reason,0
2014 Nov,Capricorn,Holiday,13.8479803
2014 Nov,Capricorn,Visiting friends and relatives,66.9892323
2014 Nov,Capricorn,Business,118.2714965
2014 Nov,Capricorn,Other reason,10.4043344
2014 Nov,Gladstone,Holiday,16.4178738
2014 Nov,Gladstone,Visiting friends and relatives,90.2896802
2014 Nov,Gladstone,Business,50.5996456
2014 Nov,Gladstone,Other reason,0
2014 Nov,Adelaide,Holiday,70.140798
2014 Nov,Adelaide,Visiting friends and relatives,367.8662836
2014 Nov,Adelaide,Business,195.9206307
2014 Nov,Adelaide,Other reason,81.3773166
2014 Nov,Adelaide Hills,Holiday,1.2738224
2014 Nov,Adelaide Hills,Visiting friends and relatives,0.4580789
2014 Nov,Adelaide Hills,Business,0
2014 Nov,Adelaide Hills,Other reason,0.8684124
2014 Nov,Barossa,Holiday,18.1046219
2014 Nov,Barossa,Visiting friends and relatives,17.155481
2014 Nov,Barossa,Business,8.7542248
2014 Nov,Barossa,Other reason,0
2014 Nov,Clare Valley,Holiday,105.4000948
2014 Nov,Clare Valley,Visiting friends and relatives,17.5822422
2014 Nov,Clare Valley,Business,0.2031664
2014 Nov,Clare Valley,Other reason,2.2585501
2014 Nov,Eyre Peninsula,Holiday,126.2840552
2014 Nov,Eyre Peninsula,Visiting friends and relatives,11.8243728
2014 Nov,Eyre Peninsula,Business,67.051009
2014 Nov,Eyre Peninsula,Other reason,0
2014 Nov,Fleurieu Peninsula,Holiday,58.5714846
2014 Nov,Fleurieu Peninsula,Visiting friends and relatives,16.278348
2014 Nov,Fleurieu Peninsula,Business,0
2014 Nov,Fleurieu Peninsula,Other reason,0.8684124
2014 Nov,Limestone Coast,Holiday,31.2472282
2014 Nov,Limestone Coast,Visiting friends and relatives,63.1063106
2014 Nov,Limestone Coast,Business,0
2014 Nov,Limestone Coast,Other reason,0
2014 Nov,"Murray River, Lakes and Coorong",Holiday,46.8281361
2014 Nov,"Murray River, Lakes and Coorong",Visiting friends and relatives,18.5238993
2014 Nov,"Murray River, Lakes and Coorong",Business,12.2538776
2014 Nov,"Murray River, Lakes and Coorong",Other reason,0
2014 Nov,Riverland,Holiday,40.5571606
2014 Nov,Riverland,Visiting friends and relatives,20.8987397
2014 Nov,Riverland,Business,4.9539215
2014 Nov,Riverland,Other reason,0
2014 Nov,Yorke Peninsula,Holiday,55.5202484
2014 Nov,Yorke Peninsula,Visiting friends and relatives,19.862188
2014 Nov,Yorke Peninsula,Business,2.0673259
2014 Nov,Yorke Peninsula,Other reason,5.9157226
2014 Nov,Flinders Ranges and Outback,Holiday,43.3637663
2014 Nov,Flinders Ranges and Outback,Visiting friends and relatives,88.186544
2014 Nov,Flinders Ranges and Outback,Business,93.7687364
2014 Nov,Flinders Ranges and Outback,Other reason,0
2014 Nov,Kangaroo Island,Holiday,64.3081312
2014 Nov,Kangaroo Island,Visiting friends and relatives,18.7572
2014 Nov,Kangaroo Island,Business,0
2014 Nov,Kangaroo Island,Other reason,0
2014 Nov,Destination Perth,Holiday,264.405335
2014 Nov,Destination Perth,Visiting friends and relatives,294.2469325
2014 Nov,Destination Perth,Business,191.420068
2014 Nov,Destination Perth,Other reason,56.5984304
2014 Nov,Australia's Golden Outback,Holiday,160.0048118
2014 Nov,Australia's Golden Outback,Visiting friends and relatives,48.9058818
2014 Nov,Australia's Golden Outback,Business,170.8216564
2014 Nov,Australia's Golden Outback,Other reason,0
2014 Nov,Australia's North West,Holiday,66.3851703
2014 Nov,Australia's North West,Visiting friends and relatives,46.8836065
2014 Nov,Australia's North West,Business,1005.0328797
2014 Nov,Australia's North West,Other reason,0
2014 Nov,Australia's South West,Holiday,422.1485297
2014 Nov,Australia's South West,Visiting friends and relatives,168.3444145
2014 Nov,Australia's South West,Business,105.8802359
2014 Nov,Australia's South West,Other reason,32.9164598
2014 Nov,Australia's Coral Coast,Holiday,35.6926674
2014 Nov,Australia's Coral Coast,Visiting friends and relatives,16.621738
2014 Nov,Australia's Coral Coast,Business,291.8685445
2014 Nov,Australia's Coral Coast,Other reason,6.2551571
2014 Nov,Hobart and the South,Holiday,145.426689
2014 Nov,Hobart and the South,Visiting friends and relatives,68.8738808
2014 Nov,Hobart and the South,Business,74.6061532
2014 Nov,Hobart and the South,Other reason,3.1408073
2014 Nov,East Coast,Holiday,44.0987976
2014 Nov,East Coast,Visiting friends and relatives,11.1867232
2014 Nov,East Coast,Business,0.1718122
2014 Nov,East Coast,Other reason,2.1599738
2014 Nov,Launceston and the North,Holiday,67.5172901
2014 Nov,Launceston and the North,Visiting friends and relatives,143.9325058
2014 Nov,Launceston and the North,Business,16.7100347
2014 Nov,Launceston and the North,Other reason,25.3476669
2014 Nov,North West,Holiday,26.0028401
2014 Nov,North West,Visiting friends and relatives,31.1032532
2014 Nov,North West,Business,84.9458951
2014 Nov,North West,Other reason,0.4459341
2014 Nov,West Coast,Holiday,7.5952475
2014 Nov,West Coast,Visiting friends and relatives,0
2014 Nov,West Coast,Business,23.4351842
2014 Nov,West Coast,Other reason,0
2014 Nov,Darwin,Holiday,2.5125371
2014 Nov,Darwin,Visiting friends and relatives,80.0670015
2014 Nov,Darwin,Business,129.8313239
2014 Nov,Darwin,Other reason,26.6380756
2014 Nov,Barkly,Holiday,1.5772759
2014 Nov,Barkly,Visiting friends and relatives,0
2014 Nov,Barkly,Business,13.5334132
2014 Nov,Barkly,Other reason,3.3933273
2014 Nov,Alice Springs,Holiday,3.9270499
2014 Nov,Alice Springs,Visiting friends and relatives,0
2014 Nov,Alice Springs,Business,37.5085149
2014 Nov,Alice Springs,Other reason,0
2014 Nov,Litchfield Kakadu Arnhem,Holiday,15.0215727
2014 Nov,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
2014 Nov,Litchfield Kakadu Arnhem,Business,17.1248677
2014 Nov,Litchfield Kakadu Arnhem,Other reason,0
2014 Nov,Katherine Daly,Holiday,1.0439729
2014 Nov,Katherine Daly,Visiting friends and relatives,18.2461226
2014 Nov,Katherine Daly,Business,44.7485097
2014 Nov,Katherine Daly,Other reason,3.3933273
2014 Nov,Lasseter,Holiday,1.0439729
2014 Nov,Lasseter,Visiting friends and relatives,0
2014 Nov,Lasseter,Business,0
2014 Nov,Lasseter,Other reason,0
2014 Nov,MacDonnell,Holiday,1.5937787
2014 Nov,MacDonnell,Visiting friends and relatives,0
2014 Nov,MacDonnell,Business,28.4981977
2014 Nov,MacDonnell,Other reason,0
2014 Nov,Canberra,Holiday,69.8044519
2014 Nov,Canberra,Visiting friends and relatives,170.6938898
2014 Nov,Canberra,Business,132.8969013
2014 Nov,Canberra,Other reason,124.6390938
2014 Dec,Sydney,Holiday,431.069373
2014 Dec,Sydney,Visiting friends and relatives,767.1896888
2014 Dec,Sydney,Business,431.9371309
2014 Dec,Sydney,Other reason,120.280074
2014 Dec,Blue Mountains,Holiday,90.7832241
2014 Dec,Blue Mountains,Visiting friends and relatives,40.4836313
2014 Dec,Blue Mountains,Business,1.0928137
2014 Dec,Blue Mountains,Other reason,0
2014 Dec,Capital Country,Holiday,34.0529048
2014 Dec,Capital Country,Visiting friends and relatives,152.1379247
2014 Dec,Capital Country,Business,4.6460512
2014 Dec,Capital Country,Other reason,9.2304948
2014 Dec,Central Coast,Holiday,138.8973454
2014 Dec,Central Coast,Visiting friends and relatives,139.3709441
2014 Dec,Central Coast,Business,39.5194183
2014 Dec,Central Coast,Other reason,0.6090366
2014 Dec,Central NSW,Holiday,45.2771065
2014 Dec,Central NSW,Visiting friends and relatives,185.1016314
2014 Dec,Central NSW,Business,23.6478795
2014 Dec,Central NSW,Other reason,50.8270606
2014 Dec,Hunter,Holiday,286.0863093
2014 Dec,Hunter,Visiting friends and relatives,356.1664888
2014 Dec,Hunter,Business,116.4848715
2014 Dec,Hunter,Other reason,1.8779229
2014 Dec,New England North West,Holiday,33.3903272
2014 Dec,New England North West,Visiting friends and relatives,133.6633731
2014 Dec,New England North West,Business,26.0821141
2014 Dec,New England North West,Other reason,2.8196759
2014 Dec,North Coast NSW,Holiday,668.3740625
2014 Dec,North Coast NSW,Visiting friends and relatives,507.0899635
2014 Dec,North Coast NSW,Business,64.5245774
2014 Dec,North Coast NSW,Other reason,2.3546525
2014 Dec,Outback NSW,Holiday,0
2014 Dec,Outback NSW,Visiting friends and relatives,8.5143048
2014 Dec,Outback NSW,Business,8.2333619
2014 Dec,Outback NSW,Other reason,43.9234683
2014 Dec,Riverina,Holiday,24.5220199
2014 Dec,Riverina,Visiting friends and relatives,109.8981951
2014 Dec,Riverina,Business,28.559951
2014 Dec,Riverina,Other reason,8.6354142
2014 Dec,Snowy Mountains,Holiday,47.1124818
2014 Dec,Snowy Mountains,Visiting friends and relatives,20.6782571
2014 Dec,Snowy Mountains,Business,3.73703
2014 Dec,Snowy Mountains,Other reason,9.5673877
2014 Dec,South Coast,Holiday,637.9130773
2014 Dec,South Coast,Visiting friends and relatives,265.1518903
2014 Dec,South Coast,Business,15.1963198
2014 Dec,South Coast,Other reason,9.449727
2014 Dec,The Murray,Holiday,45.2730484
2014 Dec,The Murray,Visiting friends and relatives,63.2722673
2014 Dec,The Murray,Business,10.744887
2014 Dec,The Murray,Other reason,11.4117586
2014 Dec,Melbourne,Holiday,398.487246
2014 Dec,Melbourne,Visiting friends and relatives,1045.0389437
2014 Dec,Melbourne,Business,169.8796567
2014 Dec,Melbourne,Other reason,95.9408279
2014 Dec,Ballarat,Holiday,18.1431653
2014 Dec,Ballarat,Visiting friends and relatives,52.3510786
2014 Dec,Ballarat,Business,39.0717763
2014 Dec,Ballarat,Other reason,4.7235481
2014 Dec,Bendigo Loddon,Holiday,56.8564017
2014 Dec,Bendigo Loddon,Visiting friends and relatives,150.0950079
2014 Dec,Bendigo Loddon,Business,6.4633914
2014 Dec,Bendigo Loddon,Other reason,0
2014 Dec,Central Highlands,Holiday,29.5409794
2014 Dec,Central Highlands,Visiting friends and relatives,50.9646821
2014 Dec,Central Highlands,Business,0
2014 Dec,Central Highlands,Other reason,0
2014 Dec,Central Murray,Holiday,66.5223281
2014 Dec,Central Murray,Visiting friends and relatives,39.3425425
2014 Dec,Central Murray,Business,1.0536428
2014 Dec,Central Murray,Other reason,47.9960307
2014 Dec,Geelong and the Bellarine,Holiday,65.9746397
2014 Dec,Geelong and the Bellarine,Visiting friends and relatives,216.0108048
2014 Dec,Geelong and the Bellarine,Business,44.884225
2014 Dec,Geelong and the Bellarine,Other reason,13.4455973
2014 Dec,Gippsland,Holiday,163.7633533
2014 Dec,Gippsland,Visiting friends and relatives,49.8879251
2014 Dec,Gippsland,Business,83.2585174
2014 Dec,Gippsland,Other reason,2.1011405
2014 Dec,Goulburn,Holiday,0
2014 Dec,Goulburn,Visiting friends and relatives,64.0557779
2014 Dec,Goulburn,Business,0.5882488
2014 Dec,Goulburn,Other reason,9.0068059
2014 Dec,Great Ocean Road,Holiday,242.8636744
2014 Dec,Great Ocean Road,Visiting friends and relatives,118.4805902
2014 Dec,Great Ocean Road,Business,11.0240941
2014 Dec,Great Ocean Road,Other reason,7.775204
2014 Dec,High Country,Holiday,175.4428331
2014 Dec,High Country,Visiting friends and relatives,137.8089111
2014 Dec,High Country,Business,9.8995069
2014 Dec,High Country,Other reason,0
2014 Dec,Lakes,Holiday,115.0178939
2014 Dec,Lakes,Visiting friends and relatives,1.1285778
2014 Dec,Lakes,Business,4.7313648
2014 Dec,Lakes,Other reason,3.1490321
2014 Dec,Macedon,Holiday,19.1029033
2014 Dec,Macedon,Visiting friends and relatives,101.6143582
2014 Dec,Macedon,Business,0
2014 Dec,Macedon,Other reason,0
2014 Dec,Mallee,Holiday,46.9067966
2014 Dec,Mallee,Visiting friends and relatives,52.665816
2014 Dec,Mallee,Business,22.758092
2014 Dec,Mallee,Other reason,38.669388
2014 Dec,Melbourne East,Holiday,36.8233824
2014 Dec,Melbourne East,Visiting friends and relatives,37.1519002
2014 Dec,Melbourne East,Business,0
2014 Dec,Melbourne East,Other reason,40.8823433
2014 Dec,Murray East,Holiday,29.1030544
2014 Dec,Murray East,Visiting friends and relatives,46.5969955
2014 Dec,Murray East,Business,0
2014 Dec,Murray East,Other reason,0
2014 Dec,Peninsula,Holiday,110.0110178
2014 Dec,Peninsula,Visiting friends and relatives,101.296653
2014 Dec,Peninsula,Business,0
2014 Dec,Peninsula,Other reason,0
2014 Dec,Phillip Island,Holiday,99.5485782
2014 Dec,Phillip Island,Visiting friends and relatives,21.8640326
2014 Dec,Phillip Island,Business,3.4586984
2014 Dec,Phillip Island,Other reason,3.3593347
2014 Dec,Spa Country,Holiday,29.6490377
2014 Dec,Spa Country,Visiting friends and relatives,16.1725159
2014 Dec,Spa Country,Business,0
2014 Dec,Spa Country,Other reason,8.5318596
2014 Dec,Upper Yarra,Holiday,45.4700018
2014 Dec,Upper Yarra,Visiting friends and relatives,2.5451933
2014 Dec,Upper Yarra,Business,0.359091
2014 Dec,Upper Yarra,Other reason,0
2014 Dec,Western Grampians,Holiday,31.6473663
2014 Dec,Western Grampians,Visiting friends and relatives,57.5800172
2014 Dec,Western Grampians,Business,4.6971088
2014 Dec,Western Grampians,Other reason,0
2014 Dec,Wimmera,Holiday,5.5441468
2014 Dec,Wimmera,Visiting friends and relatives,4.1134015
2014 Dec,Wimmera,Business,0
2014 Dec,Wimmera,Other reason,0
2014 Dec,Brisbane,Holiday,386.0326217
2014 Dec,Brisbane,Visiting friends and relatives,650.682166
2014 Dec,Brisbane,Business,360.8807125
2014 Dec,Brisbane,Other reason,44.8567934
2014 Dec,Bundaberg,Holiday,22.9081334
2014 Dec,Bundaberg,Visiting friends and relatives,121.7812558
2014 Dec,Bundaberg,Business,30.4515073
2014 Dec,Bundaberg,Other reason,0
2014 Dec,Southern Queensland Country,Holiday,89.1410044
2014 Dec,Southern Queensland Country,Visiting friends and relatives,200.2166731
2014 Dec,Southern Queensland Country,Business,107.7197811
2014 Dec,Southern Queensland Country,Other reason,4.5371387
2014 Dec,Fraser Coast,Holiday,149.1976607
2014 Dec,Fraser Coast,Visiting friends and relatives,80.1301484
2014 Dec,Fraser Coast,Business,1.6399358
2014 Dec,Fraser Coast,Other reason,0
2014 Dec,Gold Coast,Holiday,550.7007246
2014 Dec,Gold Coast,Visiting friends and relatives,270.9859313
2014 Dec,Gold Coast,Business,57.2189349
2014 Dec,Gold Coast,Other reason,21.2594126
2014 Dec,Mackay,Holiday,51.1997928
2014 Dec,Mackay,Visiting friends and relatives,29.597271
2014 Dec,Mackay,Business,121.3481795
2014 Dec,Mackay,Other reason,0
2014 Dec,Townsville,Holiday,119.3008242
2014 Dec,Townsville,Visiting friends and relatives,44.2539106
2014 Dec,Townsville,Business,78.178807
2014 Dec,Townsville,Other reason,0
2014 Dec,Outback Queensland,Holiday,31.193749
2014 Dec,Outback Queensland,Visiting friends and relatives,98.8798607
2014 Dec,Outback Queensland,Business,193.4023269
2014 Dec,Outback Queensland,Other reason,0
2014 Dec,Sunshine Coast,Holiday,651.6091979
2014 Dec,Sunshine Coast,Visiting friends and relatives,262.4813102
